SID,source,date,ema,sh-support_1,sh-support_4,sh-support_5,sh-support_6,sh-support_7,sh-support_8,sh-support_9,sh-loneliness_18,sh-loneliness_35,sh-loneliness_36,sh-loneliness_37,sh-loneliness_38,sh-loneliness_39,sh-loneliness_40,sh-loneliness_41,sh-loneliness_42,sh-loneliness_43,sh-loneliness_44,sh-loneliness_45,sh-loneliness_46,sh-loneliness_47,sh-loneliness_48,sh-loneliness_49,sh-loneliness_50,sh-loneliness_51,sh-loneliness_52,sh-loneliness_53,sh-isolation_kids_01,sh-isolation_kids_02,sh-isolation_kids_03,sh-isolation_kids_04,sh-isolation_family_01,sh-isolation_family_02,sh-isolation_family_03,sh-isolation_family_04,sh-isolation_friends_01,sh-isolation_friends_02,sh-isolation_friends_03,sh-isolation_friends_04,BFI_E_1,BFI_E_2,BFI_E_3,BFI_E_4,BFI_E_5,BFI_E_6,BFI_E_7,BFI_E_8,BFI_E_9,BFI_E_10,BFI_E_11,BFI_E_12,BFI_A_1,BFI_A_2,BFI_A_3,BFI_A_4,BFI_A_5,BFI_A_6,BFI_A_7,BFI_A_8,BFI_A_9,BFI_A_10,BFI_A_11,BFI_A_12,BFI_C_1,BFI_C_2,BFI_C_3,BFI_C_4,BFI_C_5,BFI_C_6,BFI_C_7,BFI_C_8,BFI_C_9,BFI_C_10,BFI_C_11,BFI_C_12,BFI_N_1,BFI_N_2,BFI_N_3,BFI_N_4,BFI_N_5,BFI_N_6,BFI_N_7,BFI_N_8,BFI_N_9,BFI_N_10,BFI_N_11,BFI_N_12,BFI_O_1,BFI_O_2,BFI_O_3,BFI_O_4,BFI_O_5,BFI_O_6,BFI_O_7,BFI_O_8,BFI_O_9,BFI_O_10,BFI_O_11,BFI_O_12,E_angry,E_afraid,E_happy,E_excited,E_proud,E_guilty,E_attentive,E_content,E_purposeful,E_goaldir,CT_1,CT_2,CT_3,pur_01,pur_02,pur_03,pur_04,pur_05,pur_06,pur_07,SWL_1,SWL_2,SWL_3,SWL_4,SWL_5,SAT_1,SAT_2,SAT_3,SAT_4,SAT_5,SAT_6,SAT_7,SAT_8,SAT_9,sud_MINI_1,sud_MINI_2,sud_dudit_1,sud_dudit_2,sud_dudit_3,sud_dudit_4,sud_dudit_5,sud_dudit_6,sud_dudit_7,sud_dudit_10,sud_dudit_11,sud_dudit_14,sud_dudit_15,sud_dudit_16,sud_dudit_17,sud_dudit_18,sud_dudit_19,sud_dudit_20,sud_dudit_21,chron_MEQ_01,chron_MEQ_02,chron_MEQ_03,chron_MEQ_04,chron_MEQ_05,chron_MEQ_06,chron_MEQ_07,chron_MEQ_08,chron_MEQ_09,chron_MEQ_10,chron_MEQ_11,chron_MEQ_12,chron_MEQ_13,chron_MEQ_14,chron_MEQ_15,chron_MEQ_16,chron_MEQ_17,chron_MEQ_18,chron_MEQ_19,chron_MEQ_20,demo_YOB,demo_age,demo_hispanic,demo_ethnicity_1,demo_ethnicity_2,demo_ethnicity_3,demo_ethnicity_4,demo_ethnicity_5,demo_ethnicity_6,demo_ethnicity_7,demo_education,demo_mom_edu,demo_dad_edu,demo_gender,demo_gender_3_TEXT,demo_english,demo_country,demo_relationship,demo_nChildren,demo_livingSituation,demo_employment,demo_workHours,demo_workDaily,demo_workWeekly,demo_income,demo_zipChildhood,demo_zipCurrent,demo_typicalWake,demo_earliestWake,demo_latestWake,demo_typicalBed,demo_earliestBed,demo_latestBed,demo_orientation,demo_orientation_4_TEXT,demo_libconserv_1,demo_relAct,demo_church,cog_date,Matching_Shapes_and_Numbers,Fast_Reactions,Remembering_Words_Test,Thinking_Back,Visual_Patterns,Vocabulary
14229,TMB,2024-07-11T15:46:05Z,FALSE,1,2,3,4,2,3,3,1,3,3,2,2,2,2,3,3,3,2,1,3,2,4,2,3,4,1,4,5,5,1,6,1,1,4,5,5,2,2,3,4,5,4,2,5,2,2,2,2,2,5,1,4,2,4,1,1,2,3,5,4,1,4,1,2,5,2,2,5,5,4,3,3,2,4,4,4,2,3,4,5,5,2,5,1,4,4,3,2,5,3,4,5,3,5,2,2,2,2,1,5,1,4,5,3,2,2,1,4,2,NA,NA,NA,3,4,5,6,5,3,4,6,4,1,6,7,2,4,7,3,1,3,1,7,6,NA,NA,1,2,3,5,2,1,2,2,2,1,3,2,2,1,3,0,0,1,2,2,3,2,2,3,3,2,2,3,1,1,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$86000,NA,NA,07:30 AM,06:30 AM,08:10AM,22:30PM,22:00PM,23:30PM,1,NA,NA,NA,NA,NA,,,,,,
9197,UCD Sona,2024-07-11T16:57:30Z,TRUE,3,3,3,2,3,4,2,3,2,2,2,4,2,2,2,3,3,2,2,2,2,3,4,2,3,3,2,6,6,6,6,4,3,1,1,1,3,1,1,4,3,5,4,4,4,1,1,5,5,4,1,4,5,1,2,5,5,1,4,5,5,3,1,5,5,1,1,5,5,1,1,5,5,1,3,1,1,5,4,2,1,5,5,2,3,4,5,5,5,1,1,5,5,1,1,5,5,1,1,1,1,5,4,4,1,5,5,5,5,creative,organized,motivated,1,6,1,1,6,6,1,6,7,7,7,5,4,5,4,6,7,7,7,7,7,alcohol,alcohol,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,3,1,1,1,0,1,3,4,1,1,2,2,0,1973,51,0,NA,1,NA,NA,NA,NA,NA,6,5,5,1,NA,1,US,1,0,0,8,4,1,3,$130000,90703,93514,06:00 AM,06:00 AM,07:30 ASM,08:30 AM,08:30 PM,09:30 PM,1,NA,NA,1,1,2024-07-11 12:57:48,,,,,,
4218,UCD Sona,2024-07-11T17:08:52Z,TRUE,3,3,3,3,3,4,4,2,2,4,3,3,2,4,4,3,2,3,3,4,2,3,2,4,3,3,2,6,6,5,6,6,6,6,6,3,4,1,6,1,1,5,5,2,1,4,4,3,3,2,2,4,4,1,1,5,5,1,1,2,3,3,3,5,5,5,1,5,5,1,2,5,5,2,2,4,4,1,1,4,3,3,2,4,2,3,5,5,5,1,4,3,5,3,5,4,4,3,2,1,3,3,2,2,3,3,3,5,5,organized,dependable,curious,1,5,2,2,6,6,1,4,4,4,5,1,1,2,4,5,3,6,6,5,6,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4,4,1,2,1,0,2,1,4,1,4,2,3,0,1954,69,0,NA,NA,NA,NA,1,NA,NA,5,5,5,1,NA,1,united states,5,0,3,8,2,1,1,$28000,94708,95616,05:45 AM,05:30 AM,06:00 AM,09:00 PM,08:30 PM,09:30 PM,1,NA,1,1,1,2024-07-11 13:09:05,,,,,,
40154,TMB,2024-07-11T18:07:39Z,TRUE,4,3,1,2,2,3,3,3,4,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,6,6,6,6,6,5,4,6,4,6,3,6,2,1,4,5,5,4,2,2,2,2,4,5,5,4,1,2,4,4,4,4,4,2,4,4,4,4,2,2,4,2,4,4,4,4,2,4,5,4,2,2,4,2,4,2,4,2,2,2,5,4,2,4,4,5,2,2,4,2,1,2,4,4,2,2,4,2,2,4,4,4,intelligent,assertive,compassionate,4,5,3,2,5,5,3,4,5,5,6,2,2,3,3,3,6,6,3,3,5,marijuana,marijuana,3,1,3,1,2,1,1,3,1,0,0,0,0,1,0,0,0,1,2,2,3,3,2,3,2,3,3,2,1,2,4,3,2,4,3,3,1,1964,60,0,NA,NA,NA,NA,1,NA,NA,6,2,1,1,NA,1,US,7,0,1,8,4,1,1,$100000,13440,13214,05:30 am,05:00 am,07:00 am,9:00pm,8:00pm,9:45 pm,1,NA,2,1,1,2024-07-11 14:07:57,,,,,,
18897,UCD Sona,2024-07-11T19:01:19Z,TRUE,2,2,2,2,1,3,3,3,2,2,2,4,3,1,2,4,4,3,1,2,2,4,4,3,2,4,4,1,6,3,3,3,3,3,3,2,5,2,4,4,3,2,2,4,4,2,2,5,5,2,2,5,5,1,1,5,4,1,2,4,5,2,2,4,2,2,2,5,4,2,2,5,5,1,2,2,4,4,2,2,2,4,4,3,2,2,3,5,2,2,2,5,5,1,1,5,5,1,1,1,2,4,4,2,3,4,4,5,5,Creative,Empathetic,Organized,2,5,2,2,5,5,2,7,6,6,6,6,3,6,7,6,5,6,6,6,7,NA,NA,1,1,1,1,1,1,1,4,0,1,0,1,0,0,0,0,0,1,2,3,2,4,4,4,4,2,1,3,1,1,1,3,2,4,2,3,1,1969,55,0,NA,NA,NA,NA,1,NA,NA,5,5,5,1,NA,1,United States,2,2,1,8,3,1,3,$80000,90503,95618,06:45 AM,04:45 AM,08:00 AM,11:00 PM,09:30 PM,11:59 PM,3,NA,2,1,4,NA,,,,,,
9272,UCD Sona,2024-07-11T19:05:02Z,TRUE,4,4,4,1,1,4,1,4,1,1,1,4,4,1,1,3,4,1,1,1,1,4,4,3,1,4,4,2,2,2,2,5,3,3,6,2,2,2,1,2,1,5,5,2,2,3,3,2,4,1,1,4,4,1,1,5,5,1,1,4,4,2,2,4,4,1,1,5,5,1,2,5,5,1,1,2,2,4,2,3,1,4,4,1,1,4,5,5,4,1,1,5,5,1,1,4,4,1,1,1,1,5,4,4,1,5,5,4,2,Thoughtful,Reliable,Quiet,3,4,1,1,6,6,1,7,7,7,7,7,7,7,6,6,6,6,6,6,6,NA,NA,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,2,1,2,1,4,4,2,3,1,1,2,0,2,2,4,1,4,2,3,0,1952,72,0,NA,NA,NA,NA,1,NA,NA,6,5,4,1,NA,1,USA,2,0,1,5,1,4,4,$75000,98466,95616,6:00 AM,6:00 AM,6:30 AM,9:30 PM,9:00 PM,10:30 PM,1,NA,2,1,1,2024-07-11 15:05:13,,,,,,
86656,TMB,2024-07-11T21:11:38Z,TRUE,4,3,2,2,1,3,1,3,2,1,2,2,2,1,2,2,4,2,1,1,3,3,4,4,1,3,4,1,4,3,4,1,3,1,3,6,4,3,3,1,3,4,5,3,3,2,2,1,4,2,5,5,4,2,2,5,4,2,1,4,3,4,2,4,2,2,4,5,5,2,1,5,5,3,1,3,3,3,3,2,2,4,5,3,3,4,3,3,3,3,4,4,4,1,2,3,2,3,4,2,2,4,3,4,2,5,5,5,5,Efficient,Funny,Sensitive,1,6,2,2,5,6,2,6,7,7,7,6,7,3,7,5,6,7,2,5,6,NA,NA,1,1,1,1,1,1,1,3,0,1,0,0,0,0,0,0,0,2,3,3,2,3,3,4,3,2,4,4,1,1,2,3,2,2,3,3,2,1971,53,0,NA,NA,NA,NA,1,NA,NA,7,5,7,1,NA,1,USA,2,1,1,8,2,1,1,$290000,22180,70116,07:10 AM,06:00 AM,09:30 AM,12:15 AM,10:00 PM,02:15 AM,1,NA,1,1,2,2024-07-11 17:11:50,,,,,,
18348,UCD Sona,2024-07-12T01:09:25Z,TRUE,1,2,2,4,3,1,3,2,2,1,2,3,2,1,3,3,2,3,3,3,1,1,2,1,3,3,3,1,1,1,1,4,3,4,5,3,3,2,6,3,4,1,2,4,4,5,1,4,5,1,1,4,3,2,1,5,5,1,1,5,1,4,5,4,4,2,2,5,5,1,1,5,5,1,1,5,4,1,2,1,1,5,4,3,1,3,3,4,3,2,4,5,3,4,1,5,5,2,1,1,2,3,4,3,1,3,2,5,5,Talkative,Ingenuity,Excited,1,6,1,1,6,5,1,1,3,5,4,5,5,3,1,4,5,1,5,4,1,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,2,3,3,1,3,3,1,3,0,0,2,2,1,4,2,2,0,1969,55,0,NA,NA,1,NA,NA,NA,NA,6,4,4,1,NA,1,USA,1,1,1,8,4,1,3,$85000,94589,95616,06:30 AM,06:00 AM,07:00 AM,11:00 PM,10:00 PM,12:00 AM,1,NA,NA,5,6,2024-07-11 21:09:39,,,,,,
88410,TMB,2024-07-12T21:12:05Z,TRUE,3,2,3,1,3,2,2,4,3,3,NA,3,4,1,2,4,3,3,1,2,3,4,3,2,3,4,3,6,6,6,6,3,2,2,2,2,2,2,2,5,4,3,4,3,4,1,2,3,4,4,4,5,3,1,3,5,4,1,2,3,5,3,4,3,1,3,4,5,5,4,1,NA,5,3,2,3,1,5,3,2,3,5,5,2,1,3,5,5,5,1,1,5,5,1,1,5,5,1,1,3,1,5,4,3,1,5,5,5,5,Intellect,Creativity,Loyalty,NA,6,1,1,6,6,1,6,6,6,4,4,5,5,5,5,6,4,5,5,6,Marijuana,Marijuana,5,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,NA,3,3,2,3,1,1,4,3,2,2,3,3,NA,1955,68,0,NA,NA,NA,NA,1,NA,NA,6,3,7,1,NA,1,USA,2,0,1,8,2,1,NA,$120000,30305,95827,07:30 AM,06:00 AM,09:00 AM,12:00 PM,10:30 PM,01:30 PM,1,NA,2,4,3,2024-07-16 12:07:49,,,,,,
7345,UCD Sona,2024-07-12T22:31:39Z,TRUE,2,2,2,3,3,1,3,2,3,3,3,2,2,3,3,2,2,3,3,3,3,1,2,3,3,2,1,4,2,2,2,2,2,2,2,6,6,5,6,1,1,5,4,3,1,4,2,2,2,4,4,2,3,4,3,4,3,1,2,4,3,1,2,2,2,4,2,3,3,4,4,3,3,3,3,1,1,4,1,1,1,3,4,1,1,5,4,3,3,4,2,3,2,2,2,4,3,4,2,1,2,3,2,3,1,3,2,2,4,Quiet,Slow,Peaceful,3,2,3,3,2,2,2,2,2,3,3,4,3,2,2,2,2,2,3,4,5,N/a,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,4,3,3,2,3,2,3,2,4,1,1,3,3,1,1,2,2,2,1974,50,0,NA,1,NA,NA,NA,NA,NA,7,6,5,0,NA,0,S korea,2,2,1,8,3,1,3,$120000,Seoul Korea,95618,07:00 AM,06:00 AM,08:00 AM,02:00 AM,12:00 AM,04:00 AM,1,NA,3,1,3,NA,,,,,,
2489,UCD Sona,2024-07-13T22:28:58Z,TRUE,4,4,4,1,1,4,1,4,2,1,1,3,4,2,1,4,4,1,1,1,1,4,3,1,2,4,4,1,1,1,1,1,1,1,1,4,6,4,3,4,4,3,1,4,4,2,3,3,4,1,3,4,5,1,1,5,5,1,1,5,3,1,3,5,5,1,1,5,5,1,1,5,5,1,1,1,1,4,3,3,1,4,5,1,1,5,5,5,4,1,1,5,5,1,1,5,5,1,1,1,3,5,3,4,1,5,5,5,5,Inquisitive,Diligent,Inventive,1,6,1,1,6,6,1,2,6,6,6,2,7,4,4,5,4,5,2,6,4,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,1,2,1,3,3,1,3,2,2,2,1,1,1,4,2,2,3,3,1,1962,62,0,NA,NA,NA,NA,1,NA,NA,4,2,2,1,NA,1,United States,2,0,1,1,1,4,NA,$75000,94806,95687,06:00 AM,06:00AM,07:30 AM,10:00 PM,09:30 PM,12:30PM,1,NA,5,5,5,2024-07-16 13:38:37,,,,,,
7450,UCD Sona,2024-07-14T02:04:28Z,TRUE,3,3,3,1,1,4,1,4,2,1,3,4,4,2,1,3,4,1,1,2,2,4,4,1,1,4,4,1,1,2,6,4,1,3,5,1,1,1,1,4,4,2,1,5,2,2,4,4,4,1,2,5,4,1,2,5,4,1,4,5,4,4,4,4,4,2,2,5,5,2,1,5,5,4,4,4,2,4,2,1,1,5,5,1,2,2,2,5,4,1,1,5,5,2,2,4,5,1,2,2,2,5,4,5,1,4,5,4,4,dependable,wise,spiritual,4,6,1,1,6,6,1,6,6,6,5,4,6,6,4,4,4,6,6,6,6,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,1,1,1,2,3,1,3,4,4,3,2,1,2,0,0,1,3,1,3,2,3,0,1960,64,0,NA,NA,NA,NA,1,NA,NA,6,3,5,1,NA,1,USA,6,0,0,3,1,4,4,$55000,08203,40360,06:30 AM,06:00 AM,07:00 AM,10:00 PM,09:00 PM,11:00 PM,1,NA,4,5,1,2024-07-13 22:04:37,,,,,,
9040,UCD Sona,2024-07-14T14:09:00Z,TRUE,3,4,3,1,1,3,2,2,2,1,2,2,2,1,3,2,2,3,3,3,3,3,3,4,3,3,3,6,6,6,6,3,2,3,3,4,6,6,6,1,3,3,5,3,5,1,2,2,4,1,2,5,4,1,1,5,5,1,2,5,5,1,1,4,4,1,1,3,4,2,5,5,4,1,2,4,4,2,2,2,4,4,4,4,2,4,4,4,4,3,1,3,4,5,4,4,5,2,2,1,2,3,4,3,5,4,1,3,3,Compassionate,Intelligent,Kind,1,4,3,4,4,5,1,3,6,6,7,1,7,3,7,2,5,6,3,6,1,NA,NA,1,1,1,1,1,1,1,4,0,0,3,0,0,3,0,0,0,0,1,2,3,3,3,1,2,1,1,1,0,3,3,4,1,4,1,2,0,1974,50,0,NA,NA,NA,NA,1,NA,NA,6,NA,7,1,NA,1,United States,2,0,1,8,4,1,1,$350000,95616,95776,05:30 AM,05:00 AM,06:30 AM,10:00 PM,09:00 PM,10:30 PM,3,NA,NA,1,2,2024-07-14 10:09:11,,,,,,
13430,UCD Sona,2024-07-15T06:48:43Z,TRUE,2,2,1,3,2,2,2,3,3,2,3,3,3,3,3,3,3,4,2,2,2,3,3,2,3,3,3,1,1,1,6,3,1,1,6,3,5,6,4,4,5,3,4,5,5,1,1,4,5,3,3,5,5,1,1,5,5,2,1,4,4,2,4,5,3,2,1,5,5,1,4,5,5,4,1,5,5,4,3,4,4,5,5,2,3,5,5,5,5,2,1,5,5,1,3,5,5,1,1,5,1,3,4,4,4,5,3,5,5,responsible,dedicated,caring,1,6,1,1,6,6,1,4,5,3,6,2,4,3,2,5,4,2,5,5,4,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,2,3,3,3,2,2,3,3,0,2,2,2,1,4,2,3,1,1971,52,0,NA,NA,NA,NA,1,NA,NA,NA,5,3,1,NA,1,USA,2,1,1,8,4,1,1,$145000,94553,95694,6:30 AM,5:00 AM,7:00 AM,12:00 AM,10:30 PM,12:30 AM,1,NA,1,1,2,NA,,,,,,
11659,UCD Sona,2024-07-15T12:31:40Z,TRUE,3,4,3,2,1,4,2,3,1,1,1,3,2,1,1,3,3,2,3,2,1,4,3,1,1,4,4,6,6,6,6,5,2,6,1,3,6,2,1,2,4,4,1,2,4,2,2,4,1,1,1,2,4,2,4,4,4,1,2,2,2,4,4,5,5,1,1,5,5,1,1,5,5,1,4,4,1,2,4,1,1,2,4,4,4,2,2,5,2,4,2,4,4,1,4,5,2,1,2,2,1,4,5,4,1,4,4,5,5,Active,Organized,Hardworker,2,5,1,1,6,6,1,3,6,5,3,1,7,5,7,5,1,3,3,6,6,No drugs,No drugs,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,2,2,2,1,3,4,4,1,1,2,3,2,1973,51,1,NA,NA,NA,NA,1,NA,NA,5,1,6,1,NA,0,Mexico,2,0,1,8,4,1,1,$80000,"Parral, Chihuahua. Mexico",15009,6:15 AM,6:00 AM,6:30 AM,9:30 PM,9:00 PM,10:30 PM,1,NA,2,1,1,2024-07-15 08:36:47,,,,,,
17499,UCD Sona,2024-07-15T19:28:53Z,TRUE,3,3,3,2,2,3,1,3,2,2,2,4,3,2,2,3,3,2,2,2,3,2,3,2,2,3,3,6,6,6,6,1,3,3,5,4,2,2,4,4,4,4,4,3,4,3,3,4,4,3,2,4,4,2,2,5,4,2,2,4,4,2,2,4,4,2,2,4,5,1,2,4,5,2,2,2,2,4,4,3,3,4,4,2,2,4,4,4,4,2,3,5,5,3,2,4,4,2,3,4,2,4,3,4,2,5,4,4,5,Caring,Kind,Hard-working,4,5,2,2,6,5,3,6,5,5,5,6,5,6,5,5,6,5,6,6,6,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,2,2,3,3,3,3,2,2,2,2,1,2,2,3,1,3,3,1,1968,56,0,NA,NA,NA,NA,1,NA,NA,7,1,5,1,NA,1,United States,1,0,2,8,3,2,1,$49000,46970,46902,08:15 AM,07:30 AM,08:45 AM,11:00 PM,10:45 PM,11:30 PM,4,Asexual,2,4,3,2024-07-15 15:31:05,,,,,,
12170,UCD Sona,2024-07-16T03:50:54Z,TRUE,2,4,2,1,1,3,3,3,2,2,2,4,3,2,3,3,3,3,3,3,2,4,2,2,3,2,3,1,1,1,1,3,4,3,2,2,4,3,2,5,2,4,4,4,2,2,4,3,2,4,4,4,4,4,3,4,5,4,3,5,2,4,4,5,4,1,1,5,5,5,4,5,5,4,5,4,4,5,1,5,4,4,5,3,4,4,4,5,4,1,4,5,5,4,2,4,4,2,1,1,1,4,3,4,2,5,1,4,4,Steadfast,Resilient,Stubborn,1,5,2,1,6,6,1,2,3,3,5,1,7,5,1,5,7,3,3,3,4,Marijuana,Marijuana,5,1,1,1,1,1,1,3,1,2,3,2,0,2,2,0,1,0,1,2,2,3,3,3,3,3,1,1,0,2,3,4,1,3,2,2,1,1978,46,0,NA,NA,1,NA,NA,NA,NA,4,3,3,1,NA,1,USA,1,0,1,8,4,1,1,$53646,95826,95828,06:00 AM,05:00 AM,06:30 AM,10:00 PM,09:00 PM,01:00 AM,2,NA,7,1,2,2024-07-15 23:51:16,,,,,,
45144,TMB,2024-07-17T12:47:42Z,TRUE,3,4,4,3,1,4,3,3,1,1,2,2,3,2,2,2,3,3,2,2,2,3,3,3,1,3,4,1,1,6,2,3,3,1,2,6,6,6,4,1,1,5,5,2,2,4,4,2,2,4,2,3,4,1,3,4,4,1,1,3,3,3,3,4,4,4,2,3,3,2,4,4,4,1,1,4,5,3,2,3,4,2,3,3,3,4,4,5,3,2,2,4,5,1,2,4,4,1,2,2,2,3,3,4,1,4,4,4,4,Quiet,Dependable,Good listener,2,3,2,3,4,4,3,6,6,6,6,6,7,3,6,4,6,6,6,4,7,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,2,2,2,2,2,2,0,2,3,3,2,2,2,2,2,1975,48,0,NA,NA,NA,NA,1,NA,NA,6,2,2,1,NA,1,US,2,0,1,8,4,1,1,$185000,16830,16801,06:30 AM,06:00 AM,08:00 AM,10:30 PM,09:30 PM,11:30 PM,1,NA,3,1,1,2024-07-17 08:47:59,,,,,,
45144,TMB,2024-07-17T12:47:42Z,TRUE,3,4,4,3,1,4,3,3,1,1,2,2,3,2,2,2,3,3,2,2,2,3,3,3,1,3,4,1,1,6,2,3,3,1,2,6,6,6,4,1,1,5,5,2,2,4,4,2,2,4,2,3,4,1,3,4,4,1,1,3,3,3,3,4,4,4,2,3,3,2,4,4,4,1,1,4,5,3,2,3,4,2,3,3,3,4,4,5,3,2,2,4,5,1,2,4,4,1,2,2,2,3,3,4,1,4,4,4,4,Quiet,Dependable,Good listener,2,3,2,3,4,4,3,6,6,6,6,6,7,3,6,4,6,6,6,4,7,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,2,2,2,2,2,2,0,2,3,3,2,2,2,2,2,1975,48,0,NA,NA,NA,NA,1,NA,NA,6,2,2,1,NA,1,US,2,0,1,8,4,1,1,$185000,16830,16801,06:30 AM,06:00 AM,08:00 AM,10:30 PM,09:30 PM,11:30 PM,1,NA,3,1,1,2024-07-17 08:47:59,,,,,,
8649,UCD Sona,2024-07-18T13:20:31Z,FALSE,2,NA,2,3,3,2,2,4,3,1,2,2,3,3,4,2,3,3,3,2,3,3,2,4,2,3,2,2,3,1,1,1,3,1,2,4,4,3,4,3,4,2,NA,3,3,3,2,5,3,2,1,4,3,2,3,5,5,2,2,3,4,3,3,4,5,1,1,5,5,1,1,5,4,2,1,3,3,3,3,3,3,3,3,3,2,3,2,4,3,2,2,5,5,2,4,4,4,2,3,3,3,3,3,4,1,4,3,2,2,caring,polite,hard worker,4,3,2,2,4,5,1,3,NA,4,4,4,6,5,4,4,3,5,6,6,6,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,1,2,3,3,3,NA,3,2,2,1,0,2,2,3,2,2,3,3,2,1955,68,0,NA,NA,NA,NA,1,NA,NA,3,2,2,1,NA,1,US,2,0,1,5,1,4,4,$25000,43845,43832,06:30 AM,05:30 AM,06:00 AM,09:15 PM,09:00PM,10:00 PM,1,NA,3,1,NA,2024-07-10 18:11:28,,,,,,
8649,UCD Sona,2024-07-18T13:20:31Z,FALSE,2,NA,2,3,3,2,2,4,3,1,2,2,3,3,4,2,3,3,3,2,3,3,2,4,2,3,2,2,3,1,1,1,3,1,2,4,4,3,4,3,4,2,NA,3,3,3,2,5,3,2,1,4,3,2,3,5,5,2,2,3,4,3,3,4,5,1,1,5,5,1,1,5,4,2,1,3,3,3,3,3,3,3,3,3,2,3,2,4,3,2,2,5,5,2,4,4,4,2,3,3,3,3,3,4,1,4,3,2,2,caring,polite,hard worker,4,3,2,2,4,5,1,3,NA,4,4,4,6,5,4,4,3,5,6,6,6,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,1,2,3,3,3,NA,3,2,2,1,0,2,2,3,2,2,3,3,2,1955,68,0,NA,NA,NA,NA,1,NA,NA,3,2,2,1,NA,1,US,2,0,1,5,1,4,4,$25000,43845,43832,06:30 AM,05:30 AM,06:00 AM,09:15 PM,09:00PM,10:00 PM,1,NA,3,1,NA,2024-07-10 18:11:28,,,,,,
13617,TMB,2024-07-18T21:15:33Z,TRUE,3,3,2,1,1,2,1,3,1,2,2,2,3,2,3,3,4,4,1,3,3,3,4,4,3,3,4,2,3,2,3,2,3,1,4,3,5,3,4,2,2,5,5,1,1,4,4,4,4,1,4,5,3,1,4,5,5,1,2,5,5,4,2,2,2,3,3,4,5,5,5,5,4,3,5,5,5,4,1,1,2,5,4,1,1,5,5,5,5,1,1,5,5,1,1,5,4,2,1,2,4,5,5,4,4,5,4,4,4,"Quiet, agreeable",Intellectually curious,accepting,2,5,4,5,4,3,1,6,6,6,6,2,7,5,6,3,3,1,6,6,7,"Sudafed to stay awake, alert when need to get things done; melatonin to help fall asleep","Sudafed, over-the counter, never more than recommended dose",1,1,1,1,1,1,1,3,0,0,0,0,0,1,0,0,0,2,3,3,4,3,3,2,3,3,3,3,1,1,4,3,2,2,3,3,3,1964,59,0,NA,NA,NA,NA,1,NA,NA,7,6,7,1,NA,1,US,2,0,1,8,4,1,3,$98000,07927,27519,08:00 AM,06:45 AM,10:30 AM,12:30 AM,11:30 PM,12:50 AM,1,NA,1,4,6,2024-07-18 17:16:04,,,,,,
628,TMB,2024-07-21T01:53:05Z,TRUE,4,4,4,1,1,3,1,3,1,1,2,3,4,1,2,4,4,2,1,1,1,4,4,3,1,4,4,3,3,5,2,3,3,5,2,3,3,6,2,4,3,2,1,4,4,1,4,2,3,2,3,4,4,2,4,5,5,1,1,4,4,2,1,3,3,3,2,4,4,3,3,5,4,1,1,1,1,5,5,1,1,4,5,1,1,5,5,5,4,2,3,5,5,1,2,5,5,1,1,1,1,5,3,4,1,3,5,2,4,good in crisis,calm,logical,1,5,2,1,5,5,1,7,7,7,7,7,7,6,7,6,4,7,5,7,7,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,2,4,3,1,2,2,3,2,2,3,3,3,1962,62,0,NA,NA,NA,NA,1,NA,NA,6,5,2,1,NA,1,USA,2,0,1,5,1,4,4,$70000,48033,48178,9:00 AM,8:00 AM,10:00AM,12:00 AM,11:00 PM,2:00AM,1,NA,NA,1,1,2024-07-20 21:53:31,,,,,,
