SID,source,date,ema,sh-support_1,sh-support_4,sh-support_5,sh-support_6,sh-support_7,sh-support_8,sh-support_9,sh-loneliness_18,sh-loneliness_35,sh-loneliness_36,sh-loneliness_37,sh-loneliness_38,sh-loneliness_39,sh-loneliness_40,sh-loneliness_41,sh-loneliness_42,sh-loneliness_43,sh-loneliness_44,sh-loneliness_45,sh-loneliness_46,sh-loneliness_47,sh-loneliness_48,sh-loneliness_49,sh-loneliness_50,sh-loneliness_51,sh-loneliness_52,sh-loneliness_53,sh-isolation_kids_01,sh-isolation_kids_02,sh-isolation_kids_03,sh-isolation_kids_04,sh-isolation_family_01,sh-isolation_family_02,sh-isolation_family_03,sh-isolation_family_04,sh-isolation_friends_01,sh-isolation_friends_02,sh-isolation_friends_03,sh-isolation_friends_04,BFI_E_1,BFI_E_2,BFI_E_3,BFI_E_4,BFI_E_5,BFI_E_6,BFI_E_7,BFI_E_8,BFI_E_9,BFI_E_10,BFI_E_11,BFI_E_12,BFI_A_1,BFI_A_2,BFI_A_3,BFI_A_4,BFI_A_5,BFI_A_6,BFI_A_7,BFI_A_8,BFI_A_9,BFI_A_10,BFI_A_11,BFI_A_12,BFI_C_1,BFI_C_2,BFI_C_3,BFI_C_4,BFI_C_5,BFI_C_6,BFI_C_7,BFI_C_8,BFI_C_9,BFI_C_10,BFI_C_11,BFI_C_12,BFI_N_1,BFI_N_2,BFI_N_3,BFI_N_4,BFI_N_5,BFI_N_6,BFI_N_7,BFI_N_8,BFI_N_9,BFI_N_10,BFI_N_11,BFI_N_12,BFI_O_1,BFI_O_2,BFI_O_3,BFI_O_4,BFI_O_5,BFI_O_6,BFI_O_7,BFI_O_8,BFI_O_9,BFI_O_10,BFI_O_11,BFI_O_12,E_angry,E_afraid,E_happy,E_excited,E_proud,E_guilty,E_attentive,E_content,E_purposeful,E_goaldir,CT_1,CT_2,CT_3,pur_01,pur_02,pur_03,pur_04,pur_05,pur_06,pur_07,SWL_1,SWL_2,SWL_3,SWL_4,SWL_5,SAT_1,SAT_2,SAT_3,SAT_4,SAT_5,SAT_6,SAT_7,SAT_8,SAT_9,sud_MINI_1,sud_MINI_2,sud_dudit_1,sud_dudit_2,sud_dudit_3,sud_dudit_4,sud_dudit_5,sud_dudit_6,sud_dudit_7,sud_dudit_10,sud_dudit_11,sud_dudit_14,sud_dudit_15,sud_dudit_16,sud_dudit_17,sud_dudit_18,sud_dudit_19,sud_dudit_20,sud_dudit_21,chron_MEQ_01,chron_MEQ_02,chron_MEQ_03,chron_MEQ_04,chron_MEQ_05,chron_MEQ_06,chron_MEQ_07,chron_MEQ_08,chron_MEQ_09,chron_MEQ_10,chron_MEQ_11,chron_MEQ_12,chron_MEQ_13,chron_MEQ_14,chron_MEQ_15,chron_MEQ_16,chron_MEQ_17,chron_MEQ_18,chron_MEQ_19,chron_MEQ_20,demo_YOB,demo_age,demo_hispanic,demo_ethnicity_1,demo_ethnicity_2,demo_ethnicity_3,demo_ethnicity_4,demo_ethnicity_5,demo_ethnicity_6,demo_ethnicity_7,demo_education,demo_mom_edu,demo_dad_edu,demo_gender,demo_gender_3_TEXT,demo_english,demo_country,demo_relationship,demo_nChildren,demo_livingSituation,demo_employment,demo_workHours,demo_workDaily,demo_workWeekly,demo_income,demo_zipChildhood,demo_zipCurrent,demo_typicalWake,demo_earliestWake,demo_latestWake,demo_typicalBed,demo_earliestBed,demo_latestBed,demo_orientation,demo_orientation_4_TEXT,demo_libconserv_1,demo_relAct,demo_church,cog_date,Matching_Shapes_and_Numbers,Fast_Reactions,Remembering_Words_Test,Thinking_Back,Visual_Patterns,Vocabulary
28816,TMB,2024-10-16T03:53:19Z,TRUE,3,3,3,1,1,4,2,3,3,2,3,3,3,2,3,3,3,3,2,3,3,2,2,3,3,3,3,2,1,1,2,5,3,2,6,2,2,2,6,3,3,5,4,4,5,2,3,1,3,4,5,5,5,1,3,5,5,3,4,1,2,3,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,2,2,3,3,2,1,1,5,5,5,3,4,4,3,4,2,3,5,5,1,1,1,3,3,1,4,3,4,4,4,3,Creative thinker,Dependable,Leader,4,5,3,1,2,2,1,1,3,5,4,1,4,2,1,4,5,2,2,4,3,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,3,3,3,2,4,1,3,3,2,3,0,2,2,4,2,1,3,3,1,1972,53,0,NA,NA,NA,NA,1,NA,NA,6,4,2,1,NA,1,USA,6,0,0,8,4,1,1,$120000,08225,97223,05:50 AM,05:50 AM,11:00 AM,10:30 PM,08:30 PM,02:30 AM,1,NA,2,1,1,2024-10-15 23:53:36,,,,,,
87986,TMB,2024-10-20T02:57:36Z,TRUE,4,4,3,3,1,4,4,3,3,1,2,2,2,2,2,2,3,3,2,3,1,1,3,3,3,2,3,6,6,6,6,2,2,6,4,2,2,5,5,2,3,4,4,2,3,2,3,4,2,2,1,5,5,2,3,5,5,1,2,4,3,2,2,3,4,2,1,4,3,2,3,5,5,2,4,4,5,3,2,3,2,4,5,3,3,3,4,5,4,1,1,4,5,1,3,5,4,2,1,2,3,4,3,4,2,5,4,4,3,Curiosity,Integrity,Service minded,1,5,2,2,5,4,1,4,4,5,3,3,6,6,4,6,7,3,6,6,6,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,2,3,2,2,3,2,3,3,4,3,1,2,3,3,2,2,3,3,2,1963,61,0,NA,NA,NA,NA,1,NA,NA,5,2,2,1,NA,1,United States,1,0,0,8,4,1,3,$55000,75778,75778,05:00 AM,04:00 AM,06:00 AM,09:30 PM,08:30 PM,10:30 PM,1,NA,4,1,1,2024-10-19 22:57:58,,,,,,
19611,TMB,2024-10-21T21:17:24Z,TRUE,4,3,3,1,1,2,2,4,3,1,1,4,4,1,3,4,4,2,1,1,2,4,3,1,1,4,4,2,2,6,2,1,1,6,1,1,1,6,1,5,5,1,1,4,4,1,1,4,5,2,2,5,5,1,1,5,5,1,3,5,5,1,1,5,5,4,1,5,4,2,1,5,5,3,1,4,4,5,4,1,2,4,5,1,1,5,4,4,4,4,4,3,3,2,3,5,5,1,2,1,1,5,4,5,3,5,5,5,3,Honest,Outgoing,Dependàble,5,5,2,6,5,6,1,6,5,6,6,4,6,7,7,5,3,3,1,3,4,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,3,1,3,3,2,3,1,2,1,1,0,3,2,2,1,4,3,2,1953,71,0,NA,NA,NA,NA,1,NA,NA,2,2,2,1,NA,1,United States,4,0,0,5,1,1,1,$35000,41164,40351,09:00 AM,08:00 AM,11:00 AM,11:00 PM,09:00 PM,12:00 AM,1,NA,4,4,6,2024-10-21 17:17:40,,,,,,
75343,TMB,2024-10-24T01:22:19Z,FALSE,3,2,2,1,3,2,1,3,4,4,3,3,3,3,2,4,3,4,4,2,4,3,4,3,4,4,3,6,5,6,2,2,1,2,1,2,2,3,2,4,5,5,5,4,5,5,4,5,5,5,5,4,5,5,4,5,4,5,2,5,5,5,4,4,5,5,4,4,5,4,4,4,4,4,4,4,5,5,4,5,5,5,3,4,4,4,5,3,4,4,4,4,4,5,5,5,4,5,4,3,3,3,5,5,5,5,5,3,4,N/A,NA,NA,6,6,6,6,6,6,6,3,2,7,3,2,2,5,5,7,NA,7,6,6,7,NA,NA,3,5,3,2,5,3,3,3,2,4,2,4,3,4,3,2,2,4,4,3,2,3,3,3,4,3,1,1,2,2,1,4,3,2,1,1,1,1976,48,0,NA,NA,NA,NA,1,NA,NA,5,5,0,NA,NA,1,United States,2,1,1,6,3,2,1,$250000,90001,90001,06:09 AM,07:08 AM,08:09 AM,09:07 AM,10:30 PM,11:30 PM,1,NA,6,5,6,2024-10-26 17:39:11,,,,,,
51293,TMB,2024-10-25T18:50:28Z,FALSE,3,3,2,3,4,2,4,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,3,2,2,1,1,1,1,2,2,2,2,6,6,6,5,2,2,4,4,4,4,2,2,2,2,4,4,4,4,4,5,4,4,2,4,2,2,2,4,2,2,4,2,4,2,2,2,4,4,2,2,4,2,4,2,2,2,4,4,2,2,4,4,4,4,2,2,3,4,2,2,4,4,4,2,2,2,4,2,4,4,4,3,4,4,Direct,Introverted,Loyal,2,4,2,2,5,4,2,5,5,5,6,6,6,6,5,6,6,5,5,6,5,none,none,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,4,2,3,1,2,4,2,1,0,2,2,4,1,3,1,1,0,1979,46,0,NA,NA,NA,NA,1,NA,NA,5,2,2,1,NA,1,usa,2,5,1,8,4,1,3,$250000,02125,13057,06:45 am,04:00 AM,08:00 AM,11:30 PM,08:30 PM,02:30 aM,1,NA,5,2,1,2024-10-26 23:35:20,,,,,,
67958,TMB,2024-10-25T23:41:59Z,TRUE,4,4,4,1,1,4,1,4,1,1,1,4,1,1,1,4,4,1,1,1,1,1,4,1,1,1,4,5,1,5,1,3,1,2,1,2,1,2,1,5,4,3,1,4,3,1,1,3,4,3,1,4,4,1,3,4,4,1,1,4,4,1,3,3,4,1,1,4,4,1,1,4,4,1,1,1,1,3,4,1,1,4,4,1,1,1,3,3,5,1,1,3,3,3,5,4,4,1,1,1,1,4,3,1,1,4,3,4,3,Caring,Happy,Fun,4,6,1,1,6,6,1,1,4,1,1,3,6,6,1,5,1,1,1,1,4,NA,NA,1,1,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,1,1,4,4,3,3,2,1,1,0,2,1,1,1,1,3,1,0,1971,53,0,NA,NA,1,NA,NA,NA,NA,3,3,9,1,NA,1,United States,1,1,1,6,4,4,4,$30000,Los Angeles Ca,90018,5:00 am,2:00 am,4:00 am,10:00 am,5:00 am,8:00 pm,1,NA,3,1,1,2024-10-26 12:37:24,,,,,,
49769,TMB,2024-10-26T11:57:16Z,TRUE,4,3,3,1,1,1,2,4,2,1,2,3,3,1,2,3,4,2,4,3,1,3,3,3,1,4,4,1,1,4,2,1,1,3,3,4,4,4,6,4,4,4,4,3,4,1,1,4,4,1,2,4,5,1,1,5,5,1,1,5,4,4,4,4,4,2,2,5,5,2,1,5,5,2,1,2,4,5,3,1,1,4,5,1,1,5,5,5,4,2,2,4,4,4,3,4,3,4,1,1,2,5,4,3,1,5,4,5,4,Hard working,Helpful,Kind,6,3,1,3,4,3,1,6,6,6,6,3,7,5,6,6,5,2,5,6,3,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,4,3,3,3,2,2,1,2,0,0,2,4,1,4,2,2,0,1970,54,0,NA,NA,1,NA,NA,NA,NA,5,5,2,1,NA,1,USA,2,1,1,8,4,1,1,$120000,06002,06095,05:00 AM,04:00 AM,05:00 AM,11:00.PM,10:00 PM,11:00 PM,1,NA,3,5,6,2024-10-26 07:57:32,,,,,,
84235,TMB,2024-10-26T13:01:51Z,TRUE,3,2,1,3,3,4,4,3,3,3,2,3,3,2,3,3,3,3,1,3,3,3,3,2,3,3,3,5,4,4,6,6,5,5,6,6,4,2,6,4,4,2,3,4,4,3,2,2,3,2,4,5,4,5,4,4,4,3,4,4,1,4,5,5,5,1,1,5,5,1,1,5,5,1,1,5,5,2,2,4,4,4,4,5,4,2,2,5,5,2,2,4,3,2,2,5,5,2,2,4,3,3,3,3,1,4,4,3,5,No tact,Brutally honest,Tenacious,1,5,3,2,5,6,1,4,4,5,5,3,2,5,6,6,4,4,3,3,4,NA,NA,1,1,1,1,1,1,1,2,0,0,0,1,0,1,1,0,0,1,2,3,1,4,4,2,3,1,3,2,1,2,1,4,2,1,3,3,0,1960,63,0,NA,NA,NA,NA,1,NA,NA,5,2,2,1,NA,1,United States,2,0,1,5,1,4,4,$100000,19904,20164,06:00 AM,06:00 AM,07:00 AM,10:30 PM,10:00 PM,11:30 PM,1,NA,1,1,2,2024-10-26 09:02:06,,,,,,
70777,TMB,2024-10-26T16:32:17Z,TRUE,2,2,2,3,1,2,3,3,1,1,1,3,2,3,3,3,2,2,3,4,2,4,2,3,3,4,4,6,6,3,6,6,4,6,6,2,2,2,2,2,2,4,5,4,2,2,1,1,4,4,4,4,5,4,4,5,5,1,2,5,2,4,5,5,5,1,1,4,5,4,4,5,5,2,1,5,5,2,2,5,5,4,4,5,4,2,2,4,5,1,2,5,5,1,1,4,4,2,1,4,4,4,2,4,2,5,4,4,5,Honest,Reliable,Loyal,2,4,3,4,2,3,1,5,5,5,5,3,2,5,6,5,4,2,3,3,5,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,3,3,1,1,3,3,1,1,2,1,1,2,2,3,3,2,1979,46,0,NA,NA,NA,NA,1,NA,NA,2,2,2,1,NA,1,United States,2,0,1,3,1,4,4,$15000,14559,14009,9:00 AM,8:00 AM,10:30 AM,11:00 PM,8:00 PM,2:00 AM,1,NA,4,4,2,2024-10-26 12:32:50,,,,,,
82869,TMB,2024-10-27T04:21:24Z,TRUE,4,4,3,1,1,4,1,4,4,1,4,3,4,3,1,4,4,3,1,1,3,3,4,2,2,4,4,6,6,6,6,6,2,6,6,2,1,2,1,4,4,2,2,4,3,1,2,1,3,2,4,5,4,1,1,4,4,1,2,2,4,2,1,4,2,2,4,4,4,2,4,5,4,1,1,4,4,3,2,4,5,4,4,4,4,2,4,5,5,1,1,4,5,1,1,4,4,2,1,4,4,4,2,4,1,4,4,4,4,Compassionate,Teacher,Intellectual,2,5,2,2,4,5,1,2,5,5,6,1,5,7,1,7,5,1,2,2,5,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,5,3,4,2,2,3,1,3,4,3,2,3,4,3,3,4,3,3,3,1967,57,0,NA,NA,NA,NA,1,NA,NA,5,2,2,1,NA,1,United States,6,0,0,1,1,4,4,$16000,98248,98953,11:30 am,9:00 am,1:30 pm,12:00 am,10:30 pm,12:00 am,1,NA,0,1,1,2024-10-27 00:21:31,,,,,,
21715,TMB,2024-10-27T06:12:46Z,TRUE,2,2,2,4,2,2,4,2,4,4,4,1,1,4,4,2,3,4,4,4,4,2,2,4,4,2,2,6,6,6,6,3,3,4,4,6,6,6,6,2,3,5,4,2,4,3,5,2,4,3,4,5,5,1,1,5,5,1,1,5,4,2,3,2,2,4,3,2,2,2,5,3,2,3,4,4,3,3,1,4,5,4,2,3,2,3,3,5,5,1,3,5,5,3,1,3,3,4,3,2,4,3,3,4,4,4,1,3,3,Kindness,Intellectual,Respectful,4,1,3,6,4,2,6,1,1,4,5,1,5,1,3,3,2,2,2,1,1,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4,3,4,1,1,1,1,4,3,3,1,2,4,1,2,1,4,3,3,1972,52,0,NA,NA,NA,NA,1,NA,NA,6,3,3,1,NA,1,USA,2,0,1,3,1,4,4,$85000,"Dexter, MO",63755,10:00 AM,8:00 AM,01:00 PM,HH:MM PM,08:00 PM,05:00 AM,1,NA,3,4,1,2024-10-27 02:12:56,,,,,,
75931,TMB,2024-10-27T11:05:43Z,TRUE,4,3,3,3,1,2,2,3,3,3,3,4,4,1,3,4,4,3,1,3,1,4,4,2,1,4,4,2,1,1,1,2,2,2,2,2,2,2,2,5,4,4,5,4,3,3,4,5,5,3,3,5,5,5,5,5,5,1,3,5,2,3,2,5,4,2,1,5,5,2,5,5,4,3,3,3,4,5,3,3,2,5,5,3,1,5,5,5,3,3,3,4,5,4,3,4,5,3,3,5,1,5,5,5,1,5,5,5,5,loyal,caring,always there for my family and close friends,3,6,2,3,6,5,3,5,5,3,6,2,6,6,1,3,3,1,7,6,6,NA,NA,1,1,1,1,1,1,1,2,NA,0,0,0,0,0,0,0,0,1,1,1,1,4,3,2,3,1,3,1,0,2,4,3,1,2,2,5,0,1957,67,0,NA,NA,NA,NA,1,NA,NA,3,4,4,1,NA,NA,us,6,0,0,5,1,NA,NA,$21000,kcmo,32233,4:30 am,430AM,6:30 AM,9:00 PM,7:00PM,9:00PM,1,NA,4,5,2,2024-10-27 07:05:56,,,,,,
13923,TMB,2024-10-27T13:00:18Z,TRUE,4,3,3,1,2,1,2,4,1,1,3,4,4,1,4,4,4,3,1,1,1,4,4,3,2,4,4,2,1,1,1,1,1,2,1,2,1,1,1,5,4,4,4,4,5,2,4,5,5,1,2,5,5,5,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,4,4,5,1,2,1,5,4,3,3,2,5,5,3,4,4,4,4,5,1,1,5,5,4,1,5,5,4,1,2,3,5,5,3,1,5,5,5,5,Reserved,Problem solver,Passionate,4,6,1,1,5,6,3,3,5,3,2,4,6,5,5,5,5,3,4,6,6,Ibrufen,NA,3,1,1,1,1,1,1,4,0,0,2,0,0,0,0,0,0,4,4,2,2,3,3,4,2,3,2,2,0,3,2,2,3,2,3,4,3,1976,48,0,NA,NA,1,NA,NA,NA,NA,5,5,4,0,NA,1,USA,2,2,1,8,2,1,1,$47000,10018,10019,7:00 am,6:30 am,7:00am AM,9:00 PM,8:00 PM,9:00 PM,1,NA,5,4,6,2024-10-27 09:01:12,,,,,,
47841,TMB,2024-10-27T15:17:50Z,TRUE,4,3,3,1,2,4,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,5,1,1,1,3,2,5,2,4,1,6,1,2,1,4,5,4,2,3,5,2,4,5,3,5,5,1,1,5,5,1,1,2,4,3,4,4,5,4,1,5,5,3,1,5,5,1,1,1,5,1,1,4,4,3,1,3,1,5,5,3,5,5,1,4,4,3,2,4,4,2,2,1,4,4,1,4,1,5,4,2,4,Dependable,Anxious,Caring,4,2,1,4,2,4,4,3,6,4,5,2,6,5,1,4,6,4,3,4,2,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,3,3,4,3,3,2,2,3,4,3,1,0,1,3,2,3,3,3,1,1972,52,0,NA,NA,NA,NA,1,NA,NA,3,3,3,1,NA,1,USA,1,0,0,8,4,1,1,$55000,"Naples, Fl",30017,7:30 am,7:30 AM,1000,1130,1000,1230,1,NA,3,2,1,2024-10-27 11:18:00,,,,,,
95686,TMB,2024-10-27T18:10:33Z,TRUE,3,3,3,2,1,3,3,3,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,1,1,1,1,5,4,6,2,4,6,6,1,2,2,4,4,2,2,3,4,4,3,1,3,4,4,3,3,4,4,1,3,2,3,4,4,4,3,2,1,4,5,1,1,4,5,2,1,4,2,3,3,1,1,4,4,4,3,3,3,5,5,2,2,4,4,3,4,4,4,2,1,3,1,4,4,5,1,4,4,4,5,Detailed Oriented,Helpful,Considerate,2,5,1,1,6,5,1,5,5,6,6,6,6,2,4,5,4,6,3,5,5,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,3,3,4,3,3,3,3,1,0,3,3,3,3,3,3,2,1978,46,0,NA,NA,NA,NA,1,NA,NA,7,6,5,1,NA,1,US,2,2,1,8,1,1,1,$180000,77840,46037,08:00 Am,07:30 am,10:00 am,12:00 am,10:00 pm,01:00 am,1,NA,6,1,1,2024-10-27 14:10:48,,,,,,
29910,TMB,2024-10-27T18:22:37Z,TRUE,3,3,3,2,3,3,3,2,2,3,4,2,2,3,3,1,1,4,3,4,3,1,1,4,3,2,2,4,4,4,4,4,3,4,4,5,5,5,5,2,2,4,4,3,2,3,3,1,2,4,4,3,3,2,2,3,3,3,3,3,3,2,2,3,2,4,2,2,3,4,4,3,3,2,2,4,4,2,1,4,4,2,3,4,2,2,2,2,3,2,4,2,2,4,4,2,2,4,3,3,4,3,3,2,3,2,3,3,3,Worried,Sad,Lonely,3,3,3,3,2,3,3,2,2,2,2,4,4,4,4,4,2,2,2,2,4,NA,NA,1,1,1,1,1,1,1,2,2,1,1,2,0,2,2,0,0,2,4,3,4,2,2,2,2,3,3,3,1,1,3,2,2,3,3,3,1,1971,53,0,NA,NA,NA,NA,1,NA,NA,2,2,2,1,NA,1,United States,1,2,1,6,1,4,4,$0,60640,60123,7:00 am,6:00am,10:00am,11:00pm,9:00pm,12:00am,1,NA,4,3,3,2024-10-27 14:22:52,,,,,,
38254,TMB,2024-10-27T19:23:54Z,TRUE,4,2,2,3,3,2,2,4,1,1,3,3,3,2,2,4,4,2,3,3,1,3,3,3,3,4,3,2,1,2,1,1,1,2,1,2,2,2,1,4,3,4,4,4,5,2,4,5,5,1,2,5,4,5,1,5,5,2,1,5,5,1,4,5,5,1,1,5,5,1,1,4,5,1,1,3,4,4,5,3,1,4,4,2,4,5,5,4,5,1,1,4,5,2,1,5,5,4,3,3,1,5,5,3,1,5,5,5,5,hard working,relatable,humble,4,6,1,1,6,1,2,3,2,4,1,2,6,5,5,4,5,2,6,6,6,NA,NA,1,1,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,3,3,4,4,3,3,4,2,3,2,3,1,2,2,2,2,2,2,2,3,1978,46,0,NA,NA,NA,NA,1,NA,NA,5,4,5,0,NA,1,United State,2,3,1,8,2,1,3,$40000,10012,10014,7:00 AM,7:00 AM,7:00 AM,9:00 PM,7:45 PM,8:30  PM,1,NA,3,4,5,2024-10-27 15:24:18,,,,,,
48056,TMB,2024-10-27T23:16:39Z,TRUE,2,2,2,3,2,1,3,2,3,3,3,3,2,3,4,3,2,3,4,3,3,3,3,2,3,3,3,1,2,4,3,3,4,4,5,5,4,5,6,4,3,3,2,4,4,3,2,2,2,4,3,4,4,4,2,4,4,4,3,3,3,4,3,4,4,2,1,4,4,2,2,4,5,2,2,4,4,2,2,3,4,3,4,4,4,3,3,2,5,4,3,2,4,2,5,2,2,2,2,2,3,3,2,2,2,4,4,4,4,Hardworking,Loyal,Empathetic,1,5,4,1,3,4,2,4,4,3,5,3,3,3,3,3,3,3,3,3,3,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3,2,2,3,2,2,3,1,3,2,1,2,1,2,2,4,3,3,1,1976,48,0,NA,NA,NA,NA,1,NA,NA,5,2,1,1,NA,1,United States of America,2,1,1,8,4,1,1,$54000,56345,56303,06:00 AM,05:00 AM,07:00 AM,08:00 PM,07:00 PM,10:00 PM,1,NA,2,1,1,2024-10-27 19:17:00,,,,,,
94442,TMB,2024-10-27T23:50:49Z,TRUE,4,4,4,1,1,3,1,3,1,1,1,3,3,1,1,3,3,1,1,2,1,4,4,2,1,3,4,2,2,2,4,2,2,2,5,2,3,NA,5,2,3,3,2,2,1,3,3,4,5,1,3,5,4,2,1,5,4,2,2,5,2,4,4,4,4,2,2,5,4,1,1,5,5,2,1,2,1,5,5,1,1,5,4,2,3,2,4,5,5,2,3,3,4,1,3,5,5,1,1,2,NA,5,5,3,1,5,5,5,4,Kindness,Curiosity,Patriotic,1,6,1,1,6,5,2,7,7,7,6,3,7,3,5,5,5,5,7,7,6,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,2,3,4,1,3,1,4,3,1,2,3,1,2,2,2,2,2,1966,58,0,NA,NA,NA,NA,1,NA,NA,3,2,2,1,NA,1,USA,6,2,1,8,4,1,3,$30000,32724,65536,07:00 AM,07:00 AM,07:00 AM,11:00 PM,10:00 PM,11:00 PM,1,NA,7,5,6,2024-10-27 19:51:09,,,,,,
18197,TMB,2024-10-28T00:36:25Z,TRUE,4,2,3,2,2,2,2,3,4,4,4,2,3,4,4,2,2,4,3,4,4,2,1,4,4,3,3,6,6,6,6,2,1,2,1,5,3,1,1,1,3,5,4,1,2,2,5,4,3,2,3,5,5,1,1,5,5,1,1,5,4,1,1,5,1,5,5,3,4,4,5,4,5,4,3,5,5,1,1,5,5,4,1,2,2,2,1,5,5,3,2,5,5,1,1,5,4,1,2,1,3,3,3,2,1,5,2,5,5,compassion,honest,determined,1,2,5,6,2,1,2,1,1,1,1,1,5,3,1,2,2,1,2,1,1,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4,3,1,1,1,2,1,4,4,3,1,2,2,2,2,2,3,3,3,1978,46,0,NA,NA,NA,NA,1,NA,NA,3,6,6,1,NA,1,usa,1,0,0,8,2,2,2,$70000,14617,14617,06:00 AM,05:00 AM,8:00 AM,12:00 AM,11:00 PM,02:00AM,1,NA,1,1,2,2024-10-27 20:36:38,,,,,,
66894,TMB,2024-10-28T02:40:30Z,TRUE,2,2,2,1,1,4,3,3,4,3,3,2,3,2,2,3,3,4,2,4,3,3,3,2,3,3,3,2,2,6,3,6,3,6,6,4,1,6,1,4,5,1,1,4,3,2,4,4,4,3,3,5,5,1,1,5,5,1,2,5,5,2,5,4,2,4,4,4,4,4,4,5,5,4,1,4,5,2,1,4,4,3,2,4,5,2,3,5,5,1,1,5,5,1,1,5,5,1,1,3,4,3,3,4,1,5,4,5,5,Smart,Sensitive,Caring,5,5,1,1,6,5,5,5,5,6,6,3,5,5,5,4,6,4,4,5,5,NA,NA,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,3,3,4,2,2,3,2,3,2,3,1,1,2,3,2,1,4,4,3,1973,51,0,NA,NA,NA,NA,1,NA,NA,6,3,3,1,NA,1,United States,2,1,1,8,3,1,1,$80000,11204,27587,7:10 AM,6;30 AM,10:00 AM,11:00 PM,9:00 PM,1:00 AM,1,NA,5,4,5,2024-10-27 22:40:46,,,,,,
53938,TMB,2024-10-28T02:45:33Z,TRUE,2,1,1,4,4,1,4,1,4,4,4,2,2,4,4,3,1,4,4,4,4,2,1,4,4,1,3,6,6,6,6,3,3,6,6,4,5,4,4,4,5,3,4,4,3,3,4,2,3,4,2,4,4,4,4,5,4,4,3,4,5,4,3,4,5,3,2,4,5,1,3,4,4,3,4,4,5,2,1,4,5,4,2,3,3,2,4,4,4,3,2,4,3,4,3,4,3,2,4,3,2,3,4,4,3,4,3,4,4,Like order,Worry alot,Depression,1,2,3,4,5,5,5,3,1,4,4,1,1,4,1,2,4,2,1,4,2,Desloradine 5mg once a day,Desloradine,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,1,2,2,4,3,1,3,4,2,2,4,3,3,1,1973,51,0,NA,1,NA,NA,NA,NA,NA,5,2,4,1,NA,0,USA,1,0,0,8,2,1,3,$25000,02446,02135,07:30 AM,07:00AM,06:30AM,10:45PM,10:00PM,11:30PM,1,NA,1,5,2,2024-10-27 22:45:48,,,,,,
26674,TMB,2024-10-28T03:58:29Z,TRUE,3,3,4,1,1,3,1,4,3,1,2,2,3,3,2,4,4,1,2,3,2,3,3,3,3,4,2,1,1,1,1,4,3,1,1,5,3,3,6,5,5,2,5,5,5,1,1,4,5,1,1,5,5,1,1,5,5,1,1,4,5,4,3,4,5,1,2,5,5,1,4,5,5,1,1,5,5,3,2,4,4,5,5,2,2,4,2,5,5,1,1,5,5,1,1,5,5,1,1,1,4,3,5,5,1,5,1,5,5,Assertive,confident,empathetic,1,6,1,1,1,6,1,2,3,5,6,2,7,1,1,3,2,1,7,3,1,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,1,4,4,1,3,1,1,4,0,0,1,4,1,1,2,2,0,1968,56,0,NA,NA,NA,NA,NA,1,NA,5,6,5,1,NA,1,United States,6,1,1,8,3,1,3,$50000,48076,91367,4:00 AM,3:30 AM,5:30 AM,1:00 AM,10:00 PM,3:00 AM,1,NA,3,5,2,2024-10-27 23:59:34,,,,,,
